"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18487132837047450,17841406005349913,uwmathsoc,"UW Mathematics Society","📄✨ MathSoc is hosting a Resume Review Session to help you prep for Co-op Cycle 1! We’re looking for volunteers to help review resumes and support your fellow students. If you’re interested in volunteering, please sign up using the link below! Pizza 🍕 will be provided!

🔗 https://forms.gle/nKXcCVwLcHtrmmNR8

🗓️ Sign-up deadline: Sunday, January 12th, end of day.

Questions? Contact vpa@mathsoc.uwaterloo.ca or on Discord!",0,"01/09/2025 13:41",https://www.instagram.com/p/DEnsvB7Syle/,"IG image",,Lifetime,5864,71,17,0,6,3108,0
18032185286388541,17841406005349913,uwmathsoc,"UW Mathematics Society","✨🎉 Welcome Week is here! 🎉✨
Join us for a week full of fun events to kick off the semester right:

📅 Mon, Jan 13
🔓 Locker Sign-Ups @ 10 AM
🏢 MathSoc Office Opens @ 10 AM

📅 Tue, Jan 14
💡 Trivia Night @ 7 PM
📍 SLC Bomb Shelter

📅 Wed, Jan 15
🤝 Clubs Fair
🕙 10 AM - 1 PM & 4 PM - 7 PM
📍 MC 3rd Floor Hallway

📅 Thu, Jan 16
🍪 Winter Welcome with Sweet Lou’s Cookies
🕛 12 PM
📍 MC 3rd Floor Hallway

📅 Fri, Jan 17
🎬 Movie Night @ 6 PM
📍 MC 3rd Floor Comfy (beside C&D)

🌟 Don’t miss out – see you there! 💖
#WelcomeWeek #MathSocEvents #CampusLife #FunAndFriends #NewSemester",0,"01/10/2025 15:55",https://www.instagram.com/p/DEqg0UhS1Rq/,"IG image",,Lifetime,7247,92,25,0,11,3126,1
18066953143829093,17841406005349913,uwmathsoc,"UW Mathematics Society","💡🤔 Think you’re a trivia master? Prove it!

Join us for Trivia Night 🏆✨
📅 Tuesday, January 14
🕖 7 PM
📍 SLC Bomb Shelter

🎉 Prizes worth up to $100
🍹 Refreshments provided!

Grab your friends, bring your A-game, and let’s see who takes the crown! 👑 Don’t miss out!

#TriviaNight #MathSocEvents #CampusFun #WinBig #SnacksAndKnowledge 🎊",0,"01/12/2025 08:43",https://www.instagram.com/p/DEu5DaYRVbs/,"IG image",,Lifetime,5136,69,61,2,3,2847,0
17911867203076241,17841406005349913,uwmathsoc,"UW Mathematics Society","🎉✨ Ready to find your perfect club?

📣 MathSoc’s Winter 2025 Clubs Fair is here!
📅 Wednesday, January 15th
🕙 Part 1: 10 AM - 1 PM
🕓 Part 2: 4 PM - 7 PM
📍 MC 3rd Floor Hallway

Come meet these amazing clubs:
🔹 ActSci Club
🔹 Computer Science Club
🔹 Data Science Club
🔹 Double Degree Club
🔹 FARMSA
🔹 Mathematics Endowment Fund
🔹 MathSoc
🔹 Pure Math Club
🔹 Stats Club
🔹 Women in Computer Science

Don’t miss out on a chance to connect, learn, and join the fun! 🪩💫

#MathSocEvents #ClubsFair #CampusLife #GetInvolved #Winter2025",0,"01/12/2025 08:46",https://www.instagram.com/p/DEu5VB2RvCT/,"IG image",,Lifetime,7695,104,26,0,18,3549,8
17910800673071176,17841406005349913,uwmathsoc,"UW Mathematics Society","🍪✨ Nothing says ""welcome"" like cookies!

Join us for Winter Welcome with Sweet Lou’s Cookies 🍪💖
📅 Thursday, January 16th
🕛 12 PM
📍 MC 3rd Floor Hallway

Start your semester off with delicious treats and good vibes. Don’t miss out! 🎉

#MathSocEvents #SweetTreats #CampusLife #WinterWelcome #CookiesAndSmiles",0,"01/12/2025 08:56",https://www.instagram.com/p/DEu6hIUxzf5/,"IG image",,Lifetime,4898,90,75,0,8,2559,0
18088016509526633,17841406005349913,uwmathsoc,"UW Mathematics Society","🎬🍿 MOVIE NIGHT ALERT! 🍿🎬
Grab your friends and join us for an epic movie night! 🎥✨

📅 Date: 17 January
🕕 Time: 6:00 PM
📍 Location: MC 3rd Floor Comfy

Popcorn and refreshments are on us! 🍿🥤 Don’t miss out on the fun — see you there! 🎉💖 #MovieNight #PopcornTime #ChillAndWatch #GoodVibesOnly",0,"01/12/2025 08:58",https://www.instagram.com/p/DEu6wMCx_MZ/,"IG image",,Lifetime,3875,37,11,0,3,2044,0
18042680357041129,17841406005349913,uwmathsoc,"UW Mathematics Society","📣 MathSoc Winter 2025 By-Elections are here! 📊
Nominate, campaign, and vote to make your voice heard in shaping MathSoc Council. 💬

🗳️ Seats available for Actuarial Science, CFM, Statistics, and more!
Key Dates:
👉 Jan 15-21: Nomination Period 
👉 Jan 23-27: Campaign Period
👉 Jan 28-30: Voting Period

Visit vote.wusa.ca and cast your vote for your next MathSoc representatives! ✨ #MathSocElections",0,"01/15/2025 07:33",https://www.instagram.com/p/DE2fbE7Rnxz/,"IG carousel",,Lifetime,4483,43,2,0,0,1951,0
17981365064684832,17841406005349913,uwmathsoc,"UW Mathematics Society","📣 We're Hiring a 4-Month Pro Tempore Director! 📣

Are you an undergraduate math student passionate about leadership, long-term planning, and making a difference in society operations? 💻📊

🗓 Come to M3 4001 Jan 16th at 6 PM to nominate yourself for this exciting opportunity!

Got questions? 🤔 Reach out to the Chair at chair@mathsoc.uwaterloo.ca for more info.

#MathSoc #LeadershipOpportunity #UWMath #StudentLife #JoinUs",0,"01/15/2025 17:45",https://www.instagram.com/p/DE3lcnjIJ2O/,"IG image",,Lifetime,3627,24,2,0,0,2202,0
17900068986105309,17841406005349913,uwmathsoc,"UW Mathematics Society","🎉 Boost your resume game and enjoy some free pizza! 🍕 Join us for a Resume Review session hosted by MathSoc x DSC x CSC.

📍 Where: MC Comfy (3rd Floor)
📅 When: Thursday, January 23rd
⏰ Time: 4 - 6 PM

Don’t miss out on better resumes and tasty perks! See you there! ✨ #ResumeReview #FreePizza #CareerGoals",0,"01/23/2025 09:01",https://www.instagram.com/p/DFLP0yZxQxf/,"IG image",,Lifetime,7622,63,35,0,8,3702,2
18049957876919340,17841406005349913,uwmathsoc,"UW Mathematics Society","*EVENT HAS BEEN CANCELLED* 🎤 Ace your next interview with MathSoc's Mock Interview Night! 🎓 Practice your skills, get feedback, and enjoy FREE pizza 🍕✨ Join us Monday, January 27th, from 5:30 PM – 7:30 PM at MC Comfy. Don't miss out! 

#MockInterviews #CareerPrep #MathSoc",0,"01/24/2025 11:54",https://www.instagram.com/p/DFOIcQKS9c5/,"IG image",,Lifetime,5174,76,7,0,11,2273,0
